smiles,ID,docking_score
COC(=O)[C@@H]1CCN(C(=O)N[C@@H](C)c2cccc(C3CC3)c2)C[C@H]1C,ZINC000297447262,-6.32456
CCN1C[C@@H](NC(=O)N2CC(=O)N(C)[C@@H](C)C2)CC1=O,ZINC000334696318,-6.32509
C[C@@H]1CCN(C(=O)C[C@@H]2CCCCC(=O)N2)CC1(C)C,ZINC000336326430,-6.34204
O=C(Nc1ccccc1)[C@H]1CCCN(C(=O)C23CCC(CC2)C3)C1,ZINC000342285625,-6.34236
Cc1ccnc2ccc(C(=O)N3CCCOC3)cc12,ZINC000297013564,-6.31313
C=C(C)[C@H]1OCC[C@H]1CNC(=O)N1CCC[C@H](C(=O)OCC)C1,ZINC000334089253,-6.28111
CC[C@H](NC(=O)C(=O)N(C)[C@H]1CCN(CC)C[C@H]1C)C(C)(C)C,ZINC000343253027,-6.30931
CC[C@H](C)[C@@H](C(=O)NC[C@H](O)CC(C)(C)C)c1ccccc1,ZINC000319032458,-6.27764
CCc1nn(C)cc1C(=O)N1CC(=O)N(C)[C@@H](C)C1,ZINC000335370297,-6.24568
Cc1nc([C@@H]2CCCN(C(=O)[C@@H]3CCC(=O)c4cccn43)C2)sc1C,ZINC000329832280,-6.21995
Cc1c(C)c(C)c(C/N=C(/O)N2CC[C@H](CCO)C2)c(C)c1C,ZINC000331230318,-6.16943
CC(C)NC(=O)[C@H](C)N[C@H](C)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,ZINC000310022349,-6.11744
CC(C)[C@H]1CN(C)CCN1C(=O)[C@H]1CC12CCS(=O)(=O)CC2,ZINC000328878399,-6.12429
C[C@H](C[C@H]1CCCO1)NC(=O)N[C@@H](C)CN1CCCCC1,ZINC000338762746,-6.14463
CNC(=O)c1cccc(NCc2cc(O)cc(C(F)(F)F)c2)c1,ZINC000352832257,-7.42192
COC(=O)[C@H](NC(=O)[C@@H]1CCN(C)C(=O)C1)c1ccc2c(c1)CCO2,ZINC000347243940,-7.45481
CN1CCN(C[C@@H](O)COc2ccc3c(c2)OCC3=O)CC1,ZINC000650813627,-7.39365
Cc1cccc(F)c1S(=O)(=O)N[C@@H](c1nccn1C)C(C)(C)CO,ZINC000295747965,-6.02301
COC1(C(=O)N2CCO[C@@H]3CCN(C)C[C@@H]32)CCOCC1,ZINC000329086720,-6.0233
CCN(C[C@@H](O)C(F)(F)F)C(=O)[C@@H](NC(=O)C(C)(C)C)C(C)C,ZINC000337022814,-6.01788
CCNS(=O)(=O)c1ccc(C(=O)N2C[C@@H](SC)[C@H](N(C)C)C2)cc1,ZINC000330533791,-5.9554
Cc1ccc(CNC[C@H]2CCCCN2S(=O)(=O)N(C)C)cc1,ZINC000342419180,-5.955430000000001
CC(C)CNC(=O)c1ccc(NC(=O)NCC[C@@H](C)CCO)cc1,ZINC000296248938,-5.91829
C[C@@H](CC(C)(C)C)C(=O)N1CCN2CCC[C@H]2C1,ZINC000336466220,-5.9104
CC(F)(F)CCCN[C@H](C[C@@H]1CCOC1)c1ccc(F)cc1,ZINC000297234504,-5.881959999999999
CSCc1ccc(CNC(=O)[C@@H]2CC(=O)N[C@H](CC(C)C)C2)cc1,ZINC000343105467,-5.8386
CCCN(Cc1ccccc1)[C@H](C)C(=O)N1CCN(C(C)=O)CC1,ZINC000297771351,-5.80875
CNS(=O)(=O)c1ccc(N2CCC[C@H](CNC(=O)C(C)(C)C)C2)nc1,ZINC000301221041,-5.78411
C[C@@H]1C[C@@H](C(=O)N2CCc3ccccc3[C@H]2C)CCC1=O,ZINC000343999760,-5.7992300000000006
CCS(=O)(=O)N1CCC([C@@H](C)N(C)CCOC(C)(C)C)CC1,ZINC000344127864,-5.77939
CN(C)C(=O)c1ccc(CNC(=O)[C@H]2CC(=O)N(C(C)(C)C)C2)cc1,ZINC000344448012,-5.7784
O=C([C@@H]1COCCN1C1CCCC1)N1CC[C@H](C(F)(F)F)[C@@H](CO)C1,ZINC000329415442,-5.74815
COC[C@@H]1CN([C@@H](C)C(=O)Nc2c(C)nn(C)c2C)CCO1,ZINC000330867362,-5.75364
CCOc1ccc([C@@H](C)NC(=O)N(C)[C@@H](C)COC)cc1OC,ZINC000337558290,-5.73484
CN(C)C1(CNC(=O)[C@H]2CCCc3nn(C)cc32)CCCCCC1,ZINC000342354629,-5.71823
CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)NOC(C)(C)CO)c1,ZINC000296185996,-5.66948
CC[C@](C)(CCO)NC(=O)NCCc1ccc(C(=O)OC)cc1OC,ZINC000297182216,-5.68516
CCCN(C)C(=O)CCc1ccc(S(=O)(=O)N2CCCCCC2)cc1,ZINC000332238759,-5.713509999999999
CC[C@H]1C(=O)N(CC)CCN1CCN1CCOC[C@H]1C,ZINC000337211071,-5.66776
CO[C@@H]1[C@H](C)[C@H](NC(=O)C(=O)Nc2cncnc2)C1(C)C,ZINC000343707554,-5.67937
FC(F)(F)c1ccccc1CNCCc1c[nH]cn1,ZINC000045946309,-7.341639999999999
CCN(Cc1ccccc1C)C(=O)CCc1cc2ccccc2o1,ZINC000497674406,-7.34205
Cc1ccc(C(=O)NCCN[C@H](C)c2cncnc2C)cc1,ZINC000580328259,-7.3591
C[C@H](c1ccc(C#N)cc1)N1CC[C@H](n2cc(CO)nn2)C1,ZINC000593111416,-7.36613
CCCOc1cccc(C(=O)N2CCC[C@@H](S(C)(=O)=O)CC2)c1,ZINC000337287134,-5.5892800000000005
COC(=O)CCSc1ccc([N+](=O)[O-])cc1C(=O)NCC(F)F,ZINC000342729191,-5.61436
CC(=O)Nc1ccc(S(=O)(=O)N2C[C@@H](F)C[C@H]2CO)c2ccccc12,ZINC000331954102,-5.53498
CCn1c(C)nc([N+](=O)[O-])c1N(C)[C@H](COC)Cc1ccccc1,ZINC000340894566,-5.506530000000001
C[C@@H](NC(=O)C1CCCCC1)C(=O)NC[C@H](C)CN(C)C,ZINC000341260738,-5.45315
CCCN(CCO)C(=O)CCN1c2ccccc2CC[C@@H]1C,ZINC000342047299,-5.39963
CCCN(CC1CC1)c1nc(C(F)F)nc2ccccc21,ZINC000301806490,-5.3775
CC[C@H](C)[C@H](NC(C)=O)C(=O)NC1CCN(C2CC2)CC1,ZINC000331401605,-5.39192
O=C(N1CCN(C2CC2)C(=O)C1)C1(c2ccc(Cl)cc2)CCCC1,ZINC000337583281,-5.36717
C/C(O)=N/[C@H](CC(=O)N1C[C@]2(CCOC2)OC(C)(C)C1)c1cccs1,ZINC000330062384,-5.30386
CCO[C@@H]1C[C@@H](NC(=O)N2CC(C)(CO)C2)[C@@]12CCCO2,ZINC000333589723,-5.28924
COC(=O)[C@@H]1C[C@@H]2[C@H](CC[C@@H](C)N2C[C@@H]2CCOC2)O1,ZINC000338376106,-5.289969999999999
CCCCn1c(N)c(N(C)C(=O)[C@@H]2CCC[C@H]2CCC)c(O)nc1=O,ZINC000297743134,-5.241709999999999
CCC1(CC)CCCN(C(=O)C(=O)N2CCNC(=O)C2)CC1,ZINC000332277774,-5.27157
COCC1(C(=O)NC[C@H](c2ccccc2)N2CCC(C)CC2)CCC1,ZINC000339815858,-5.24512
CC[C@@H](C)N(C)C(=O)Cc1sccc1C(=O)N(C)[C@H](C)CC,ZINC000339627305,-5.19802
CC1(C)CN(C(=O)c2ccc3c(c2)NC(=O)CO3)[C@@H]2CCC[C@H]21,ZINC000294892129,-5.071269999999999
CCC(=O)N1CCC[C@@H](C(=O)N2CCSC[C@@H]2C(=O)OC(C)(C)C)C1,ZINC000331038521,-5.0864400000000005
Cc1cccc([N+](=O)[O-])c1N[C@@H]1CCCN(C(=O)N2CCCC2)C1,ZINC000343256402,-5.11187
CCOC(=O)c1ccc(C(=O)N(CCOC)C(CC)CC)nc1C,ZINC000298646887,-4.9888
C=CCN(CC=C)C(=O)[C@H](C)N(C)Cc1ccccc1Cl,ZINC000337352005,-4.99936
O=C(/C=C\c1nc2ccccc2o1)NCCC[C@H]1CCCN1,ZINC000493187923,-7.32267
Cc1cccc(OCCNC(=O)CNc2cccc([N+](=O)[O-])c2C)c1,ZINC000024040527,-7.31848
Fc1ccc(CCNc2ncnc3cc(F)c(F)cc32)cc1,ZINC000149520479,-7.305110000000001
COC(=O)[C@@H]1CCCCN1C(=O)[C@H](C)Sc1ccc(OC)cc1,ZINC000339695878,-4.97066
CCN(C[C@H](C)C#N)S(=O)(=O)N1CCC[C@H]1C[C@H](C)O,ZINC000330375604,-4.82942
N#CCSCC(=O)N1CCC[C@@H](C(=O)N2CCCC2)C1,ZINC000330709755,-4.86368
C[C@H]1COC(C)(C)CN1C(=O)N[C@@H]1CC(C)(C)Oc2ccccc21,ZINC000332350480,-4.86045
CC(C)(C)OC(=O)[C@@H]1CCCCN1C(=O)CSCC(N)=O,ZINC000340379530,-4.84742
CC(=O)N1CCCc2cc(S(=O)(=O)N3CC[C@H](O)[C@H](C)C3)ccc21,ZINC000326120087,-4.74541
CC(C)n1cnc(S(=O)(=O)N2CCS(=O)(=O)CC[C@@H]2C)c1,ZINC000330339091,-4.7583400000000005
COC(=O)[C@@H](C)CS(=O)(=O)NCCC(=O)NC(C)(C)C,ZINC000340826957,-4.72952
Cc1cc(C)c(C(=O)N2CCCC[C@@H]2[C@H]2CCC[C@@H]2O)c(C)c1,ZINC000321000610,-4.53609
COC1(CNC(=O)N2CC[S@](=O)C[C@H](C)C2)CCCCC1,ZINC000333983923,-4.60312
CC(C)(C)[C@@H]1OCCC[C@@H]1CNC(=O)C(=O)N1CCCC1,ZINC000339305584,-4.59006
COc1cc(C)c(S(=O)(=O)N2CCCC[C@@H]2[C@@H](C)N)c(C)c1,ZINC000316021559,-4.47698
CCC[C@]1(CO)CCCN1C(=O)CCc1ccc2c(c1)OCCO2,ZINC000332172824,-4.4503
CCC[C@H]1CN(C(=O)[C@@H]2CCCCN2C(=O)C(C)C)CCO1,ZINC000340446747,-4.45596
COC(=O)[C@H](c1c(F)cccc1Cl)N1CCN(C2CC2)CC1,ZINC000342669144,-4.49046
C[C@H](Cc1cccc(F)c1)C(=O)N(C)[C@H](C)C(C)(C)O,ZINC000296812621,-4.23861
COCC1(C)CCN(C(=O)[C@]2(C#N)CC23CCCC3)CC1,ZINC000333601728,-4.331169999999999
N#CC1(N(C(=O)[C@@H]2CCCCC(=O)N2)C2CC2)CCC1,ZINC000335165765,-4.13877
C[C@H]1CN(C(=O)C2(C(=O)N(C)C)CC2)[C@H]1c1ccccc1,ZINC000335557633,-4.23779
CCc1cnccc1C(=O)N1CCC[C@](C)(c2ccccc2)CC1,ZINC000340869316,-4.35645
CCN(CCC(=O)OC)S(=O)(=O)Cc1ccccc1COC,ZINC000344310401,-4.21741
C[C@@H]1CCCC[C@@H]1N(C)C(=O)NCc1nn(C)cc1Cl,ZINC000334775078,-4.0184
CNS(=O)(=O)N1CCC(C(=O)N2C[C@@]3(CCCO3)[C@H]2C2CC2)CC1,ZINC000329258548,-3.70083
CN(C(=O)[C@H]1CSCN1S(=O)(=O)CCC1(C)CC1)C1CC1,ZINC000329946744,-3.5746900000000004
COCC1(C(=O)N2CC(C)(C)C[C@H]2C)CCOCC1,ZINC000335217066,-3.5236300000000003
COC[C@H](C)CNC(=O)NC[C@H]1CCC[C@H]1OC,ZINC000340953441,-3.4300300000000004
COC(=O)C(C)(C)CS(=O)(=O)NC[C@H](O)C(C)(C)C,ZINC000341392088,-3.60668
CCCCO[C@H](C)C(=O)N[C@@H](C)C1(S(C)(=O)=O)CC1,ZINC000342707024,-3.79905
CC[C@@H](SC)C(=O)NCC1([C@H](C)CCO)CCC1,ZINC000343217583,-3.81031
Cc1ccc(C(=O)NCCN[C@H](c2ccc(F)cn2)C(C)C)cc1F,ZINC000353554508,-9.46498
Cc1nccn1CCNC(=O)[C@H](C)c1cccc(Br)c1,ZINC000292360192,-7.25305
NCc1cn([C@@H]2CCN(c3nc(-c4ccccc4)ns3)C2)nn1,ZINC000630553841,-7.228569999999999
CSc1ccc(NC(=O)CN2C[C@@H]3CC[C@H](N)[C@@H]3C2)cc1,ZINC000351494518,-8.49184
CC(C)N1CCN(c2cccc(NC(=O)[C@@H]3CCN[C@H](C)C3)c2)CC1,ZINC000358689238,-8.41869
CN1CCC(C(=O)N[C@@H]2CCC[C@H]2c2ccc(C(F)(F)F)cc2)CC1,ZINC000359871557,-8.53145
CCCCN1CCC(NC(=O)NCCN(C)CC(F)(F)F)CC1,ZINC000351705593,-8.32137
C[C@@H]1CCCC[C@@H]1N(C)C(=O)CN1CC[C@@H](n2cc(Cl)cn2)C1,ZINC000352397145,-8.270380000000001
CCN(CCNC(=O)N1CCN(C[C@@H](C)O)C[C@@H]1C)C(C)C,ZINC000352653590,-8.22287
COC(=O)Cc1csc(NC(=O)CN[C@@H]2CSC[C@H]2C)n1,ZINC000352789990,-8.201210000000001
CCCCN(CC)C(=O)CN1CC[C@@H](CN(C)CC2CC2)C1,ZINC000348275226,-8.07905
Cc1nn(C(C)C)c(=O)n1CC(=O)Nc1cccc(C(=O)N(C)C)c1,ZINC000351789785,-8.05058
CC[C@H](NCCCN1CCC[C@@H](C(N)=O)C1)c1ccccc1OC,ZINC000361165445,-8.01753
CC[C@H]1CN(C(=O)[C@H]2CCC(C)(C)O2)CCN1Cc1ccccc1,ZINC000346575197,-7.89421
CC(C)NC(=O)CN(C)CC(=O)N[C@H](CCN(C)C)C(C)(C)C,ZINC000353810023,-7.904689999999999
Cc1n[nH]c(C)c1[C@H]1CCCN1C(=O)NCc1ccc2cc[nH]c2n1,ZINC000360702562,-7.892919999999999
Cc1cc2c(cc1C)[C@@H](NCCNc1ccccn1)CCCO2,ZINC000361886644,-7.96692
CSC1(CNCCCO[C@@H]2CCCc3ccccc32)CC1,ZINC000348085062,-7.79759
CCC[C@@H](C)C(=O)NCCNCc1nc2ccccc2n1CCC,ZINC000353774952,-7.72598
CC(C)CN1CCCC[C@@H]1CNC(=O)C(=O)N(C)[C@H]1CCSC1,ZINC000359465023,-7.773989999999999
Cc1cc(C)c(CC(=O)N[C@@H]2CCc3nccn3C2)c(C)c1,ZINC000362274192,-7.71402
CCOCCOC[C@@H](O)CNC(=O)Cn1ccc(=O)c2ccccc21,ZINC000361434772,-7.542560000000001
CC[C@H](C[C@@H](C)CO)N[C@@H]1CCSc2ccccc21,ZINC000361806459,-7.5526
CC[C@H](C)C(=O)N1CCC[C@H](C(=O)N2CCN([C@H]3CCSC3)CC2)C1,ZINC000363430260,-7.55157
CC(=O)c1ccc(OCCCC(=O)NCc2cnc(C)nc2O)cc1,ZINC000345116100,-7.49477
CCN(CC)CCCCNC(=O)Cc1ccccc1NC(C)=O,ZINC000345818090,-7.45795
COc1c(C)cc(CN2C[C@@H]3CC[C@H](N)[C@@H]3C2)cc1C,ZINC000346844199,-7.49823
CC[C@@H](C)[C@H](N)C(=O)N[C@@H]1CCN(C2CCOCC2)C1=O,ZINC000155566569,-7.194560000000001
O=C(NCCCCCN1CCCCC1)C(=O)NCC1CCCCC1,ZINC000339494101,-7.18544
C[C@H](c1cccc(O)c1)N(C)C(=O)c1cc2cc(F)ccc2o1,ZINC000137041160,-7.208819999999999
CCOC(=O)c1nc(=N[C@@H]2CC[C@H](c3ccc(F)cc3)C2)cc[nH]1,ZINC000596226100,-7.1748
COCc1cccc(CNC(=O)CN2CCCOC[C@@H]2C)c1,ZINC000676713624,-7.19243
CC[C@@]1(CO)CCCN1C/C=C\c1ccccc1[N+](=O)[O-],ZINC000351498141,-7.364960000000001
C[C@@H](Cn1ccc2ccccc21)C(=O)NC1(CCO)CCN(C)CC1,ZINC000354730214,-7.33245
Cc1noc(Cl)c1CCC(=O)N[C@H](C)C1(N2CCOCC2)CCCC1,ZINC000360926723,-7.34993
C[C@H]1CCC[C@](CNC(=O)NCc2ccc3cc[nH]c3n2)(N(C)C)C1,ZINC000358010809,-7.298839999999999
CC(C)c1ccc2c(c1)[C@@H](NC(=O)N1C[C@@H](C)O[C@H](CO)C1)CC2,ZINC000345023213,-7.25433
C[C@H](CN(C)C)NC(=O)[C@H]1CCC[C@H](C(F)(F)F)C1,ZINC000346168642,-7.2252
CC[C@@H]1C[C@@H](CN2CCN(Cc3ccccc3)[C@H](C#N)C2)CCO1,ZINC000356890850,-7.194439999999999
CC(C)CCN(CCC(C)C)C(=O)CN1CCCC[C@@]1(C)C(N)=O,ZINC000348822391,-7.11625
CCCSCC(=O)NC[C@H](Cc1cccc(F)c1)C(=O)OC,ZINC000357828641,-7.11804
CCN(Cc1ccc(OC)cc1OC)C(=O)N[C@H]1CCCN(CC)C1,ZINC000351200204,-7.08105
CCN(CCO)CCNC(=O)[C@H](O)[C@H](C)c1ccc(C)cc1,ZINC000347791791,-7.000189999999999
C[C@H](CCN(C)C)NC(=O)C(=O)N1CCCC2(C1)CCCCCC2,ZINC000355263252,-6.8667
CCOc1ccc(CN2CCN(C[C@@H]3CCCCN3C)CC2)cc1,ZINC000116400055,-7.15435
COc1cc(CNC(=O)c2cncc(F)c2)ccc1OC1CCCC1,ZINC000121618295,-7.1209
CCCCN(CCCC)C(=O)CN1CCOC[C@@H]1[C@H]1CCC[C@@H]1O,ZINC000345782956,-6.75114
C/C=C\C[C@H](CO)NC(=O)Nc1sc(C)nc1CC(C)C,ZINC000352587968,-6.742210000000001
CN1CCC(CN[C@@H]2CCN(C)[C@@H]3CCC[C@@H]32)(N2CCCCC2)CC1,ZINC000353523840,-6.7372
CCc1ccc(CCNC(=O)[C@H]2CSCN2C(=O)[C@@H](C)CC)cc1,ZINC000346069379,-6.71718
C[C@@H]1C[C@@H](c2cccnc2)N(C[C@@H]2CCCN(S(C)(=O)=O)C2)C1,ZINC000347186116,-6.70908
CCc1ccc(CC(=O)N[C@H]2CC(=O)N(C)[C@H]2c2ccnn2C)cc1,ZINC000345200239,-6.65344
CN(CC(F)F)C(=O)NC1CCN(C(=O)CC(F)(F)F)CC1,ZINC000352071706,-6.66495
CCN1CCC[C@@H]1CN(Cc1ccncc1)C(=O)[C@H]1CCOC[C@H]1C,ZINC000345682791,-6.62253
C[C@]1(C[C@H]2CCCN2C(=O)[C@@H]2CCCc3nccn32)NC(=O)NC1=O,ZINC000356503635,-6.562539999999999
CC(=O)N[C@@H](CC(=O)N[C@H](C)c1cn(C(C)(C)C)nc1C)C(N)=O,ZINC000344736690,-6.50478
CCN1CCCC[C@@H]1CN[C@H](c1ccc(F)cc1)c1cnccn1,ZINC000346551059,-6.49712
C[C@H](Oc1cccc(CO)c1)C(=O)N1C[C@]2(CCOC2)OC(C)(C)C1,ZINC000358241024,-6.51924
Cn1cc(C2CCN(C(=O)Nc3ccc([N+](=O)[O-])cc3F)CC2)cn1,ZINC000273451119,-7.10469
C=Cc1ccc(C(=O)N2CCO[C@@H]3CCN(CC)C[C@@H]32)cc1,ZINC000293895737,-7.08383
CC1CCN(CCNCc2ccc(S(N)(=O)=O)cc2F)CC1,ZINC000647171621,-7.05978
C[C@@H]1CN(C)[C@H](C)C[C@@H]1NC[C@@H]1C[C@H]1c1ccccc1,ZINC000246516832,-7.103510000000001
CN(Cc1nnc2ccccn21)C(=O)C(=O)c1ccc(F)cc1,ZINC000603519784,-7.1036
Cc1ccc([C@H](C)NC(=O)N2C[C@@H](F)C[C@H]2CO)cc1C,ZINC000346944213,-6.411230000000001
COC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CN(C)[C@H](C)C1CCC1,ZINC000357030530,-6.41178
C=CCOc1ccccc1CNC(=O)[C@H]1COCCN1CCCC,ZINC000353504233,-6.38009
CCc1ccccc1N1CCC(N[C@@H](C)C2CC2)CC1,ZINC000363597345,-6.37735
CSC[C@@H](C)NC(=O)CCS(=O)(=O)NCC(=O)NC(C)C,ZINC000346816679,-6.34446
CN(C)CCOCCNC(=O)c1ccc(OC2CCCCC2)cc1,ZINC000346001631,-6.30541
Cc1cc(C(=O)NC[C@H]2CC2(C)C)c(C)n1C(C)C,ZINC000352289174,-6.3102
CC(C)[C@H](C)CNC(=O)C(=O)N1CCN(C[C@H](C)O)[C@@H](C)C1,ZINC000356345133,-6.2966
CC(C)Cn1cnnc1[C@H]1CCCN1CC(=O)N[C@H](C)C(=O)N(C)C,ZINC000360942397,-6.3068800000000005
CCOC(=O)CC(C)(C)CCN1CCN(CCS(N)(=O)=O)CC1,ZINC000346983920,-6.25168
CCN1CCO[C@@H](CNC(=O)CC(F)(F)F)[C@H]1c1ccccc1,ZINC000347491125,-6.26995
C[C@@H]1CN(CCN(C)C(=O)c2cc(-c3ccccn3)no2)C[C@H](C)O1,ZINC000345404797,-6.20034
CCC(CC)[C@@H]1C[C@H](NC(=O)NC23CCC(CC2)C3)CCO1,ZINC000363743928,-6.213369999999999
COC[C@@H](NC(=O)C(=O)N[C@@H]1CCc2nc(C(C)C)nn2C1)C1CC1,ZINC000344984353,-6.12444
COC1CCC(N(C)C(=O)Nc2cccc(NC(C)=O)c2C)CC1,ZINC000360936182,-6.117430000000001
CCCN(C(=O)CC(=O)NCC)[C@@H]1CCCc2cccnc21,ZINC000358935062,-6.1070400000000005
CC1(F)CCN(Cc2cc([N+](=O)[O-])cc3c2OCOC3)CC1,ZINC000602742714,-7.01841
CC[C@H](CC#N)NC(=O)/C=C/c1cnn(-c2ccccc2)c1,ZINC000183951676,-7.01214
Cc1nc(-c2ccccc2)sc1C(=O)NNC(=O)CC[C@@H]1CCCO1,ZINC000046317810,-7.04339
CC(=O)CCC(=O)NC1CCC(c2ccc(F)cc2)CC1,ZINC000281921992,-7.01938
Cc1ccncc1CCCN1CCC(OC[C@@H]2CCCO2)CC1,ZINC000364831645,-7.012160000000001
CN1CC[C@@H]2CCN(C(=O)CSc3nnc4ccccn43)C[C@H]21,ZINC000363671277,-7.04414
COC[C@H]1C[C@@H](OC)CN1C(=O)c1ccc(Br)c(C)c1,ZINC000344810370,-5.99631
CC[C@H](NS(=O)(=O)CCC(C)(C)C)[C@H](O)C(F)(F)F,ZINC000345511370,-5.99844
CC(C)Cc1cccc([C@H](C)C(=O)N2CC[C@@H](O)C[C@@H]2C)c1,ZINC000346659325,-5.99597
CC(=O)NCCc1ccc([C@H](C)N[C@@H]2[C@@H]3CCCO[C@H]3C2(C)C)cc1,ZINC000356667910,-6.00602
COC(=O)[C@@H](NC(=O)[C@@H]1CC12CCOCC2)c1cc(C)cc(C)c1,ZINC000364248762,-6.00398
CCOCCCNC(=O)[C@@H](C)N1CCO[C@H](C2CCCCC2)C1,ZINC000349234939,-5.9846
CCN(CC)C[C@H]1CCN(C(=O)[C@H](OC)C(C)C)C1,ZINC000353991287,-5.96146
CC(C)(C)[C@H](NC(=O)N[C@@H]1CCC(=O)N[C@@H]1C1CC1)C(N)=O,ZINC000356025819,-5.98
CCn1c(C)nc([N+](=O)[O-])c1N(C)CC1CCN(C[C@H](C)O)CC1,ZINC000360902246,-5.98549
C[C@H](SCCCCc1ccccc1)C(=O)N(C)CC(=O)NC1CC1,ZINC000358847096,-5.9431400000000005
CC(C)CC1(CN[C@@H](C)c2ccc(-n3cnnn3)cc2)CCC1,ZINC000361984482,-5.90847
CCC(CC)[C@H]1C[C@H](NC(=O)NC(C)(C)CCOC)CCO1,ZINC000353809931,-5.877280000000001
C[C@H]1CCC[C@H](c2nc(-c3cccc(C(=O)N(C)C)c3)no2)C1,ZINC000355983815,-5.87947
CCCN(CC)C[C@H](C)NC(=O)N1CCC[C@H]1c1c(C)nn(C)c1C,ZINC000360797051,-5.87455
CCO[C@H](CCN(C)C)CNC(=O)[C@H](C)n1nnnc1C(C)(C)C,ZINC000351748064,-5.8122
C[C@@H](C(=O)NC1CC1)[S@@](=O)Cc1csc(Cc2ccccc2)n1,ZINC000356931766,-5.8407800000000005
COC(=O)[C@H]1CCCN2C(=O)N(c3cc(C(C)(C)C)on3)C(=O)[C@@H]12,ZINC000359299574,-5.83291
CNS(=O)(=O)N1Cc2ccccc2C[C@@H]1c1ccccc1,ZINC000352131198,-5.79049
C=C(C)[C@@H]1OCC[C@@H]1C(=O)N1CC[C@@](CO)(Cc2ccc(F)cc2)C1,ZINC000356576739,-5.75115
CCS(=O)(=O)NCCCNC(=O)NC[C@@H](COC)OC,ZINC000358382903,-5.71897
CSC1(CNc2ccc3ccc(=O)n(C)c3c2)CCC1,ZINC000356401377,-5.67154
C[C@@H]1CC(C)(C)C[C@](CO)(NCC2(C)COC2)C1,ZINC000362233935,-5.66781
CC(=O)NCCCNC(=O)N1CCC[C@@H](CCNC(C)=O)C1,ZINC000350734591,-5.61716
CCN1CCC[C@H](CN(C)[C@H](C)c2noc(C)n2)[C@H]1c1cnn(C)c1,ZINC000351631719,-5.65475
O=C(NCc1c(F)cccc1N1CCCC1)N[C@@H]1CCCNC1=O,ZINC000352693573,-5.61912
Cc1cccc(N(CCC(N)=O)C(=O)c2cc(O)nc(N(C)C)n2)c1,ZINC000361495869,-5.59058
Cc1ncc(NC(=O)C(=O)N(CCO)[C@@H]2CCO[C@H]2C)s1,ZINC000362266948,-5.58852
CN(C)CCN(Cc1cccc(O)c1)C(=O)[C@@H]1CCC(=O)N1,ZINC000270893938,-6.998189999999999
COC(=O)C[C@@H]1C(=O)NCCN1Cc1ccc(OC)c(OC)c1C,ZINC000347678879,-5.55769
CC(C)C[C@@H]1C[C@@H](N[C@H]2CCCc3nn(C)cc32)CCO1,ZINC000358984264,-5.55845
C[C@@H]1c2ccc(F)cc2C[C@H](C)N1C(=O)[C@H]1CCCO[C@H]1C,ZINC000359913468,-5.56399
CC(C)CN1CC(=O)N(C[C@@H](C(C)C)N2CCOCC2)C1=O,ZINC000348266151,-5.51086
Cc1cnc(N2CCN(C(=O)[C@H](C)N3[C@@H](C)CC[C@@H]3C)CC2)s1,ZINC000361488623,-5.4793400000000005
CCCCN(C)C[C@@H](C)NC(=O)C(C)(C)NS(C)(=O)=O,ZINC000345561883,-5.43008
COC(=O)C[C@H](C)CC(=O)N1CCNC(=O)[C@@H]1C(C)C,ZINC000348338408,-5.43213
CCC[C@H](CCCS(C)(=O)=O)C(=O)N1C[C@H](C)N(C)C[C@H]1C,ZINC000345240169,-5.3598
CC[C@@H](C)n1ncc(C(=O)N[C@H](C)CN(C)C)c1C1CC1,ZINC000346266027,-5.35473
O=C(N[C@H]1CCSC1)C(=O)N(C[C@H]1CCCO1)C1CCCC1,ZINC000346776287,-5.33978
COc1ccc2c(c1)[C@H](NC(=O)[C@@H]1CCCC[C@@H]1OC)CCO2,ZINC000346920848,-5.37133
CCCN(C(=O)[C@H](C)O)[C@@H]1C[C@H](OCC)C12CCCC2,ZINC000345953462,-5.28183
C[C@H](NC(=O)N(C)CCC1CCCCC1)C1(S(C)(=O)=O)CC1,ZINC000347428453,-5.28232
CN(C)C1(CNC(=O)C2=CCCC2)CCCCCC1,ZINC000348524501,-5.28171
CCC[C@H]1CN([C@H](CC(C)C)C(=O)OC)CCN1CCOC,ZINC000351732899,-5.30471
COC(=O)CC[C@H](NC(=O)Cc1ccc(OC)cc1)C(=O)OC,ZINC000347916379,-5.26919
CN(CC#N)S(=O)(=O)CCCS(=O)(=O)N1CCCC12CCC2,ZINC000349458648,-5.2161
CCOC(=O)C(C)(C)C(=O)N1C[C@@H](SC)[C@@H](N2CCCC2)C1,ZINC000358522633,-5.26282
CC[C@@H]1C[C@@H](C(=O)N(CCCCOC)Cc2ccccc2)CC(=O)N1,ZINC000346048888,-5.18237
C[C@@H]1OCC[C@]12CN(C(=O)[C@@H]1OCC[C@@H]1c1ccccc1)C[C@@H](C)O2,ZINC000355457777,-5.20401
CC(C)OC(=O)[C@H](C)N(C)C(=O)c1cn(CC(=O)N(C)C)nn1,ZINC000347876094,-5.09317
COCc1ccc(C(=O)N2C[C@@H](OC)C[C@@H]2CN2CCCC2)cc1,ZINC000348001285,-5.06861
